IDCUSTOMER,GENDER,CITY,COUNTRY,FIRST_DEPOSIT_AMOUNT,REGISTRATION_DATE,DEPOSIT_DATE
12286538,M,İstanbul,Turkey,30.0,2017-01-18,2022-01-03
12285150,M,İstanbul,Turkey,50.0,2017-01-18,2022-03-02
12292628,M,Samsun,Turkey,400.0,2017-01-21,2022-03-05
12293924,M,Ankara,Turkey,50.0,2017-01-21,2022-01-13
12310933,M,İstanbul,Turkey,100.0,2017-01-28,2022-05-21
12312809,M,Tokat,Turkey,50.0,2017-01-29,2022-02-13
12322606,M,Gaziantep,Turkey,150.0,2017-02-01,2022-01-21
12325790,M,Kahramanmaraş,Turkey,150.0,2017-02-03,2022-03-31
12342253,M,İzmir,Turkey,5.0,2017-02-09,2022-04-02
12361772,M,Ankara,Turkey,80.0,2017-02-15,2022-01-25
12364818,M,Bursa,Turkey,50.0,2017-02-16,2022-03-09
12369139,M,Kocaeli,Turkey,50.0,2017-02-17,2022-02-11
12386153,M,İstanbul,Turkey,50.0,2017-02-22,2022-04-08
12391545,M,Bursa,Turkey,30.0,2017-02-24,2022-04-06
12403292,M,Erzurum,Turkey,255.0,2017-02-27,2022-06-11
12409333,M,İstanbul,Turkey,100.0,2017-03-01,2022-01-21
12409596,M,Antalya,Turkey,50.0,2017-03-01,2022-01-27
12409898,M,Diyarbakır,Turkey,500.0,2017-03-01,2022-03-18
12410318,M,Malatya,Turkey,800.0,2017-03-02,2022-05-04
12423979,M,Diyarbakır,Turkey,1000.0,2017-03-06,2022-04-07
12427143,M,Konya,Turkey,100.0,2017-03-07,2022-04-01
12429031,M,Tokat,Turkey,200.0,2017-03-07,2022-01-16
12428405,M,İstanbul,Turkey,100.0,2017-03-07,2022-06-15
12433480,M,Karaman,Turkey,200.0,2017-03-08,2022-01-01
12448528,M,Konya,Turkey,50.0,2017-03-11,2022-02-17
12450676,M,Diyarbakır,Turkey,50.0,2017-03-12,2022-05-11
12451648,M,Antalya,Turkey,200.0,2017-03-12,2022-03-14
12462476,M,İstanbul,Turkey,50.0,2017-03-15,2022-05-09
12466895,M,Sivas,Turkey,73.0,2017-03-16,2022-04-26
12478942,M,İstanbul,Turkey,1000.0,2017-03-19,2022-04-20
12482854,M,İzmir,Turkey,105.0,2017-03-20,2022-02-06
12496641,M,İstanbul,Turkey,303.0,2017-03-25,2022-02-03
12513029,M,Trabzon,Turkey,100.0,2017-03-30,2022-04-28
12526253,M,İstanbul,Turkey,250.0,2017-04-04,2022-04-29
12528604,M,Bursa,Turkey,100.0,2017-04-05,2022-02-23
12531166,M,Diyarbakır,Turkey,35.0,2017-04-05,2022-04-24
12532028,M,Trabzon,Turkey,50.0,2017-04-06,2022-03-08
12543290,M,Ankara,Turkey,100.0,2017-04-09,2022-04-01
12547602,M,Kocaeli,Turkey,200.0,2017-04-10,2022-03-12
12564048,M,Muğla,Turkey,50.0,2017-04-15,2022-04-09
12588093,M,Gaziantep,Turkey,68.0,2017-04-23,2022-04-24
12599775,M,Ankara,Turkey,100.0,2017-04-27,2022-04-12
12608292,M,İzmir,Turkey,100.0,2017-04-30,2022-06-16
12613629,M,Kocaeli,Turkey,50.0,2017-05-02,2022-02-24
12612594,M,Bolu,Turkey,100.0,2017-05-02,2022-05-19
12637598,M,Adıyaman,Turkey,117.42,2017-05-11,2022-01-27
12644499,M,Elazığ,Turkey,200.0,2017-05-13,2022-03-28
12648564,M,Elazığ,Turkey,200.0,2017-05-15,2022-03-28
12675837,M,Zonguldak,Turkey,200.0,2017-05-25,2022-06-04
12674909,M,Malatya,Turkey,500.0,2017-05-25,2022-02-13
12679035,M,İstanbul,Turkey,25.0,2017-05-26,2022-01-04
12684457,M,Konya,Turkey,50.0,2017-05-28,2022-01-07
12691079,M,Giresun,Turkey,100.0,2017-05-30,2022-04-28
12691614,M,Kastamonu,Turkey,63.0,2017-05-31,2022-02-13
12721678,M,Ankara,Turkey,10000.0,2017-06-12,2022-02-11
12723907,M,İstanbul,Turkey,199.0,2017-06-13,2022-05-15
12730656,M,Mardin,Turkey,100.0,2017-06-16,2022-04-28
12735555,M,Düzce,Turkey,10.0,2017-06-18,2022-04-03
12767022,M,İstanbul,Turkey,250.0,2017-07-02,2022-04-29
12802926,M,Eskişehir,Turkey,100.0,2017-07-17,2022-03-06
12809493,M,Zonguldak,Turkey,100.0,2017-07-19,2022-05-04
12829277,M,Ankara,Turkey,25.0,2017-07-26,2022-01-20
12828794,M,İstanbul,Turkey,145.0,2017-07-26,2022-02-17
12837605,M,Gaziantep,Turkey,200.0,2017-07-29,2022-06-06
12848273,F,Adana,Turkey,3000.0,2017-08-02,2022-06-05
12867269,M,İstanbul,Turkey,100.0,2017-08-09,2022-05-01
12869916,M,Gaziantep,Turkey,50.0,2017-08-10,2022-02-13
12907434,M,Bursa,Turkey,200.0,2017-08-22,2022-04-10
12916587,M,İzmir,Turkey,70.0,2017-08-25,2022-02-12
12935977,M,Ankara,Turkey,100.0,2017-08-31,2022-03-29
12946458,M,Denizli,Turkey,100.0,2017-09-05,2022-04-28
12959862,M,Elazığ,Turkey,100.0,2017-09-10,2022-02-03
12978606,M,Bursa,Turkey,100.0,2017-09-17,2022-03-11
12981220,M,İstanbul,Turkey,29.0,2017-09-18,2022-02-06
12979343,M,Bolu,Turkey,100.0,2017-09-18,2022-04-21
12988189,M,İstanbul,Turkey,500.0,2017-09-21,2022-04-04
12992905,M,İstanbul,Turkey,500.0,2017-09-23,2022-02-04
13001607,M,Samsun,Turkey,500.0,2017-09-27,2022-03-16
13010615,M,Bursa,Turkey,100.0,2017-09-30,2022-05-28
13027390,M,Eskişehir,Turkey,100.0,2017-10-08,2022-03-05
13035776,M,Çanakkale,Turkey,25.0,2017-10-12,2022-02-06
13039470,M,Bursa,Turkey,100.0,2017-10-14,2022-02-10
13040177,M,İstanbul,Turkey,250.0,2017-10-14,2022-03-06
13049995,M,Şanlıurfa,Turkey,200.0,2017-10-18,2022-01-16
13054148,M,Hatay,Turkey,250.0,2017-10-19,2022-05-31
13069123,M,Ankara,Turkey,500.0,2017-10-25,2022-02-05
13079898,M,Antalya,Turkey,150.0,2017-10-30,2022-01-01
13081012,M,İzmir,Turkey,300.0,2017-10-30,2022-02-05
13087932,M,Muğla,Turkey,200.0,2017-11-03,2022-03-28
13090903,M,Gaziantep,Turkey,50.0,2017-11-04,2022-03-15
13093459,M,İzmir,Turkey,500.0,2017-11-05,2022-05-01
13098304,M,İstanbul,Turkey,200.0,2017-11-08,2022-02-08
13105590,M,İzmir,Turkey,70.0,2017-11-11,2022-04-16
13112681,M,Diyarbakır,Turkey,180.0,2017-11-16,2022-01-29
13117279,M,İstanbul,Turkey,200.0,2017-11-18,2022-03-14
13126075,M,İstanbul,Turkey,50.0,2017-11-22,2022-02-21
13134302,M,Diyarbakır,Turkey,70.0,2017-11-26,2022-05-23
13137977,M,Ordu,Turkey,50.0,2017-11-28,2022-01-13
13148745,M,Şanlıurfa,Turkey,100.0,2017-12-03,2022-02-16
13158141,M,Ankara,Turkey,1270.0,2017-12-07,2022-05-14
13156244,M,Aydın,Turkey,50.0,2017-12-07,2022-01-06
13159443,M,Kocaeli,Turkey,100.0,2017-12-08,2022-01-29
13173301,M,Karabük,Turkey,50.0,2017-12-15,2022-03-06
13175730,M,Samsun,Turkey,100.0,2017-12-16,2022-04-06
13176094,M,Mardin,Turkey,300.0,2017-12-16,2022-01-29
13180346,M,Ankara,Turkey,25.0,2017-12-18,2022-02-24
13184006,M,Zonguldak,Turkey,50.0,2017-12-20,2022-01-08
13187593,M,İstanbul,Turkey,100.0,2017-12-23,2022-03-31
13189992,M,Antalya,Turkey,70.0,2017-12-24,2022-05-19
13194663,M,Ankara,Turkey,190.0,2017-12-27,2022-02-24
13194739,M,İstanbul,Turkey,50.0,2017-12-27,2022-04-08
13197805,M,İstanbul,Turkey,100.0,2017-12-29,2022-05-05
13210582,M,Hatay,Turkey,100.0,2018-01-06,2022-04-21
13211038,M,Ağrı,Turkey,200.0,2018-01-06,2022-05-12
13223898,M,Konya,Turkey,50.0,2018-01-18,2022-02-17
13231579,M,Sakarya,Turkey,100.0,2018-01-24,2022-04-21
13231129,M,İzmir,Turkey,100.0,2018-01-24,2022-04-11
13238821,M,Kocaeli,Turkey,100.0,2018-01-31,2022-05-31
13241418,M,Antalya,Turkey,300.0,2018-02-02,2022-04-17
13241516,M,Bursa,Turkey,700.0,2018-02-02,2022-05-30
13244756,M,Kocaeli,Turkey,20.0,2018-02-05,2022-04-11
13245580,M,Diyarbakır,Turkey,100.0,2018-02-06,2022-05-19
13246471,M,Amasya,Turkey,100.0,2018-02-06,2022-04-28
13246652,M,Balıkesir,Turkey,25.0,2018-02-07,2022-01-03
13252282,M,Bursa,Turkey,50.0,2018-02-11,2022-03-24
13251752,M,Zonguldak,Turkey,85.0,2018-02-11,2022-02-07
13258968,M,Balıkesir,Turkey,100.0,2018-02-17,2022-02-08
13265027,M,Diyarbakır,Turkey,350.0,2018-02-22,2022-03-25
13269691,M,Ankara,Turkey,100.0,2018-02-26,2022-02-11
13271654,M,İstanbul,Turkey,50.0,2018-02-27,2022-03-08
13272900,M,Bursa,Turkey,100.0,2018-03-01,2022-03-05
13275871,M,Manisa,Turkey,78.0,2018-03-03,2022-06-15
13277526,M,Kocaeli,Turkey,200.0,2018-03-05,2022-02-12
13280689,M,İzmir,Turkey,100.0,2018-03-08,2022-03-14
13282138,M,İstanbul,Turkey,50.0,2018-03-09,2022-02-11
13284650,M,Rize,Turkey,50.0,2018-03-11,2022-02-13
13287125,M,Gaziantep,Turkey,100.0,2018-03-14,2022-03-08
13291869,M,Samsun,Turkey,100.0,2018-03-18,2022-04-28
13294400,M,Sinop,Turkey,35.0,2018-03-20,2022-03-02
13297933,M,Tokat,Turkey,30.0,2018-03-24,2022-01-03
13307423,M,Sakarya,Turkey,100.0,2018-04-04,2022-01-03
13312001,M,Diyarbakır,Turkey,250.0,2018-04-09,2022-01-13
13313850,M,Elazığ,Turkey,300.0,2018-04-11,2022-01-20
13314172,M,İstanbul,Turkey,100.0,2018-04-11,2022-03-05
13317585,M,İstanbul,Turkey,50.0,2018-04-15,2022-04-24
13318211,M,İstanbul,Turkey,50.0,2018-04-16,2022-03-03
13320140,M,İzmir,Turkey,100.0,2018-04-18,2022-03-04
13322546,M,İstanbul,Turkey,200.0,2018-04-21,2022-02-25
13324207,M,Tokat,Turkey,50.0,2018-04-23,2022-05-26
13326351,M,Diyarbakır,Turkey,250.0,2018-04-26,2022-03-17
13327444,M,Sakarya,Turkey,99.0,2018-04-28,2022-03-05
13333908,M,Diyarbakır,Turkey,100.0,2018-05-07,2022-04-29
13339405,M,Bolu,Turkey,100.0,2018-05-15,2022-04-04
13340556,M,Bursa,Turkey,50.0,2018-05-17,2022-01-04
13344510,M,İstanbul,Turkey,2000.0,2018-05-23,2022-03-22
13345932,M,İstanbul,Turkey,200.0,2018-05-25,2022-03-05
13350486,M,İzmir,Turkey,50.0,2018-06-02,2022-03-02
13370356,M,İzmir,Turkey,70.0,2018-07-05,2022-06-01
13372748,M,Ankara,Turkey,500.0,2018-07-08,2022-05-20
13373843,M,Kahramanmaraş,Turkey,90.0,2018-07-10,2022-05-02
13374296,M,Mardin,Turkey,250.0,2018-07-11,2022-01-31
13378811,M,İstanbul,Turkey,20.0,2018-07-20,2022-02-07
13383250,M,Balıkesir,Turkey,260.0,2018-07-27,2022-02-25
13384107,M,Diyarbakır,Turkey,100.0,2018-07-28,2022-03-20
13383887,M,Kayseri,Turkey,100.0,2018-07-28,2022-06-09
13388251,M,Denizli,Turkey,50.0,2018-08-05,2022-05-28
13392090,M,İzmir,Turkey,600.0,2018-08-11,2022-02-03
13400906,M,Kayseri,Turkey,200.0,2018-08-23,2022-03-25
13407139,M,Diyarbakır,Turkey,200.0,2018-08-31,2022-04-20
13407725,M,Antalya,Turkey,350.0,2018-09-01,2022-02-20
13410321,M,Kahramanmaraş,Turkey,100.0,2018-09-04,2022-01-30
13502545,M,İzmir,Turkey,50.0,2018-09-15,2022-03-24
13503338,M,Diyarbakır,Turkey,100.0,2018-09-16,2022-01-14
13504172,M,Diyarbakır,Turkey,100.0,2018-09-17,2022-04-30
13511170,M,Tokat,Turkey,500.0,2018-09-25,2022-02-01
13510738,M,Hatay,Turkey,100.0,2018-09-25,2022-04-28
13518772,M,Tekirdağ,Turkey,62.0,2018-10-02,2022-03-23
13545262,M,Ordu,Turkey,100.0,2018-10-06,2022-02-25
13547874,M,Adıyaman,Turkey,1000.0,2018-10-09,2022-04-27
13551306,M,Bursa,Turkey,200.0,2018-10-13,2022-04-21
13553033,M,Kocaeli,Turkey,100.0,2018-10-15,2022-04-28
13553808,M,Hakkari,Turkey,250.0,2018-10-16,2022-06-14
13560172,M,İzmir,Turkey,50.0,2018-10-24,2022-05-08
13563178,M,Diyarbakır,Turkey,250.0,2018-10-27,2022-06-03
13565421,M,Elazığ,Turkey,300.0,2018-10-30,2022-04-08
13566893,M,İstanbul,Turkey,350.0,2018-11-01,2022-04-04
13566922,M,Aksaray,Turkey,200.0,2018-11-01,2022-03-24
13566537,M,Balıkesir,Turkey,100.0,2018-11-01,2022-04-10
13578808,M,İstanbul,Turkey,44.0,2018-11-14,2022-03-06
13582663,M,Siirt,Turkey,25.0,2018-11-18,2022-01-25
13590231,M,İstanbul,Turkey,100.0,2018-11-27,2022-04-06
13591496,M,İstanbul,Turkey,400.0,2018-11-28,2022-06-08
13591450,M,Adana,Turkey,600.0,2018-11-28,2022-02-05
13591719,M,İstanbul,Turkey,100.0,2018-11-28,2022-04-28
13593858,M,Amasya,Turkey,100.0,2018-12-01,2022-04-30
13594549,M,Kayseri,Turkey,50.0,2018-12-02,2022-05-03
13597904,M,Antalya,Turkey,150.0,2018-12-05,2022-01-08
13599248,M,Çanakkale,Turkey,500.0,2018-12-07,2022-01-06
13600454,M,Isparta,Turkey,100.0,2018-12-08,2022-02-15
13600645,M,Konya,Turkey,400.0,2018-12-08,2022-03-11
13599693,M,Denizli,Turkey,25.0,2018-12-08,2022-05-31
13604835,M,Adana,Turkey,49.0,2018-12-12,2022-01-02
13609422,M,Diyarbakır,Turkey,90.0,2018-12-16,2022-02-26
13611007,M,Adana,Turkey,25.0,2018-12-18,2022-04-03
13611704,M,Hakkari,Turkey,500.0,2018-12-18,2022-03-17
13611846,M,Bursa,Turkey,100.0,2018-12-18,2022-05-02
13611921,M,Diyarbakır,Turkey,100.0,2018-12-19,2022-03-05
13613172,M,Ankara,Turkey,1000.0,2018-12-20,2022-03-14
13616385,M,Diyarbakır,Turkey,430.0,2018-12-24,2022-05-02
13624633,M,Trabzon,Turkey,250.0,2019-01-02,2022-01-04
13623691,M,Sakarya,Turkey,100.0,2019-01-02,2022-01-25
13658727,M,İstanbul,Turkey,50.0,2019-01-08,2022-03-08
13660979,M,Adana,Turkey,500.0,2019-01-11,2022-04-27
13662896,M,Mardin,Turkey,50.0,2019-01-13,2022-05-10
13667161,M,İzmir,Turkey,1000.0,2019-01-17,2022-02-15
13671125,M,Denizli,Turkey,300.0,2019-01-21,2022-04-02
13672697,M,Diyarbakır,Turkey,50.0,2019-01-22,2022-02-19
13672768,M,Antalya,Turkey,750.0,2019-01-22,2022-04-01
13672979,F,Batman,Turkey,100.0,2019-01-22,2022-02-23
13674401,M,Bitlis,Turkey,25.0,2019-01-24,2022-01-11
13675950,M,İstanbul,Turkey,400.0,2019-01-25,2022-03-23
13681613,M,İstanbul,Turkey,300.0,2019-01-31,2022-04-29
13683922,M,Van,Turkey,100.0,2019-02-02,2022-04-27
13685416,M,Kahramanmaraş,Turkey,200.0,2019-02-03,2022-04-23
13686983,M,GÜLAĞAÇ / AKSARAY,Turkey,100.0,2019-02-05,2022-05-03
13688926,M,Bursa,Turkey,25.0,2019-02-07,2022-02-24
13693396,M,Şanlıurfa,Turkey,25.0,2019-02-11,2022-05-24
13694874,M,İzmir,Turkey,100.0,2019-02-12,2022-01-24
13695797,M,İstanbul,Turkey,100.0,2019-02-13,2022-05-19
13695990,M,Kastamonu,Turkey,100.0,2019-02-13,2022-01-25
13702530,M,Kayseri,Turkey,100.0,2019-02-19,2022-02-15
13706982,M,İzmir,Turkey,50.0,2019-02-23,2022-05-28
13708184,M,İstanbul,Turkey,1000.0,2019-02-24,2022-05-01
13709860,M,Adana,Turkey,25.0,2019-02-25,2022-01-05
13711603,M,İstanbul,Turkey,250.0,2019-02-26,2022-02-16
13712012,M,Gaziantep,Turkey,100.0,2019-02-27,2022-01-01
13713303,M,Bursa,Turkey,80.0,2019-02-28,2022-05-08
13713076,M,Elazığ,Turkey,100.0,2019-02-28,2022-01-02
13713085,M,Osmaniye,Turkey,100.0,2019-02-28,2022-03-06
13714800,M,İstanbul,Turkey,50.0,2019-03-01,2022-04-06
13716385,M,Zonguldak,Turkey,100.0,2019-03-02,2022-04-28
13716747,M,Bursa,Turkey,50.0,2019-03-03,2022-02-15
13718190,M,Tekirdağ,Turkey,100.0,2019-03-04,2022-04-09
13719229,M,Hatay,Turkey,250.0,2019-03-05,2022-06-11
13718947,M,İstanbul,Turkey,100.0,2019-03-05,2022-02-11
13719982,M,Edirne,Turkey,50.0,2019-03-06,2022-01-24
13721269,M,Tekirdağ,Turkey,50.0,2019-03-08,2022-03-06
13722604,M,İzmir,Turkey,20.0,2019-03-09,2022-02-26
13723507,F,Ordu,Turkey,900.0,2019-03-10,2022-01-04
13724227,M,İstanbul,Turkey,100.0,2019-03-10,2022-03-25
13725970,M,Erzincan,Turkey,100.0,2019-03-12,2022-05-23
13725624,M,İstanbul,Turkey,95.0,2019-03-12,2022-04-27
13727951,M,Diyarbakır,Turkey,70.0,2019-03-14,2022-01-02
13728547,M,Tekirdağ,Turkey,100.0,2019-03-15,2022-05-18
13734119,M,İstanbul,Turkey,400.0,2019-03-22,2022-02-23
13737132,M,Aydın,Turkey,150.0,2019-03-25,2022-05-17
13738018,M,Gaziantep,Turkey,50.0,2019-03-27,2022-02-22
13738243,M,İstanbul,Turkey,100.0,2019-03-27,2022-04-25
13740987,M,Ordu,Turkey,70.0,2019-03-31,2022-01-25
13743249,M,İstanbul,Turkey,70.0,2019-04-04,2022-06-16
13744000,M,Mersin,Turkey,50.0,2019-04-05,2022-04-16
13745998,M,Kırklareli,Turkey,50.0,2019-04-07,2022-05-01
13745961,M,Bursa,Turkey,100.0,2019-04-07,2022-03-21
13751389,M,Düzce,Turkey,1500.0,2019-04-13,2022-03-11
13753324,M,Balıkesir,Turkey,100.0,2019-04-16,2022-05-03
13755809,M,Kırklareli,Turkey,50.0,2019-04-19,2022-04-02
13759262,M,Diyarbakır,Turkey,70.0,2019-04-24,2022-03-19
13761677,M,Afyonkarahisar,Turkey,200.0,2019-04-27,2022-02-28
13762566,M,Kocaeli,Turkey,50.0,2019-04-28,2022-03-07
13762861,M,Ankara,Turkey,200.0,2019-04-29,2022-04-10
13763383,M,Bursa,Turkey,250.0,2019-04-30,2022-04-07
13765508,M,Denizli,Turkey,25.0,2019-05-03,2022-05-03
13768298,M,Adana,Turkey,100.0,2019-05-08,2022-04-02
13769664,M,Adana,Turkey,900.0,2019-05-10,2022-04-15
13771241,M,Antalya,Turkey,501.0,2019-05-12,2022-05-22
13771727,M,Şanlıurfa,Turkey,100.0,2019-05-13,2022-01-23
13775002,M,Çanakkale,Turkey,150.0,2019-05-19,2022-05-23
13775684,M,Diyarbakir,Turkey,500.0,2019-05-20,2022-04-26
13779361,M,Malatya,Turkey,1500.0,2019-05-27,2022-04-05
13781852,M,Van,Turkey,70.0,2019-06-02,2022-01-08
13783510,M,İstanbul,Turkey,100.0,2019-06-06,2022-04-13
13783970,M,İstanbul,Turkey,50.0,2019-06-07,2022-05-28
13784160,M,Diyarbakır,Turkey,100.0,2019-06-08,2022-03-04
13785480,M,Malatya,Turkey,8.0,2019-06-10,2022-04-04
13786333,M,İstanbul,Turkey,100.0,2019-06-12,2022-02-24
13788172,M,İzmir,Turkey,400.0,2019-06-17,2022-02-10
13790560,M,Gaziantep,Turkey,200.0,2019-06-23,2022-01-12
13790633,M,İstanbul,Turkey,100.0,2019-06-24,2022-05-21
13791541,M,Adana,Turkey,2000.0,2019-06-27,2022-01-18
13792115,M,İstanbul,Turkey,150.0,2019-06-28,2022-04-19
13792421,M,Gaziantep,Turkey,350.0,2019-06-29,2022-05-01
13792845,M,Manisa,Turkey,228.0,2019-06-30,2022-03-05
13794137,M,Bursa,Turkey,200.0,2019-07-03,2022-04-18
13794853,M,Gaziantep,Turkey,50.0,2019-07-05,2022-01-02
13797727,M,Eskişehir,Turkey,100.0,2019-07-13,2022-01-21
13798586,M,İstanbul,Turkey,90.0,2019-07-15,2022-02-27
13799817,M,Antalya,Turkey,70.0,2019-07-18,2022-03-21
13802694,M,Antalya,Turkey,25.0,2019-07-25,2022-01-03
13803624,M,Düzce,Turkey,90.0,2019-07-27,2022-05-12
13806191,M,Diyarbakır,Turkey,100.0,2019-08-01,2022-01-06
13807182,M,Sinop,Turkey,70.0,2019-08-03,2022-06-07
13808310,M,Ordu,Turkey,250.0,2019-08-06,2022-04-15
13808861,M,Adana,Turkey,1000.0,2019-08-07,2022-06-03
13818659,M,Diyarbakır,Turkey,75.0,2019-08-24,2022-01-03
13818851,M,Diyarbakır,Turkey,7500.0,2019-08-24,2022-04-16
13819030,M,İstanbul,Turkey,100.0,2019-08-25,2022-05-10
13819042,M,İstanbul,Turkey,100.0,2019-08-25,2022-01-05
13820911,M,İstanbul,Turkey,100.0,2019-08-28,2022-03-16
13822814,M,İstanbul,Turkey,200.0,2019-08-31,2022-03-15
13823020,M,Bursa,Turkey,66.0,2019-08-31,2022-03-02
13825345,M,Bursa,Turkey,50.0,2019-09-06,2022-02-03
13827670,M,İstanbul,Turkey,100.0,2019-09-10,2022-05-02
13828428,M,İstanbul,Turkey,250.0,2019-09-11,2022-03-04
13828980,M,İstanbul,Turkey,140.0,2019-09-12,2022-05-13
13832636,M,Diyarbakır,Turkey,150.0,2019-09-19,2022-03-31
13834359,M,İstanbul,Turkey,700.0,2019-09-22,2022-01-17
13834568,M,Bursa,Turkey,100.0,2019-09-22,2022-02-08
13837941,M,Adana,Turkey,400.0,2019-09-29,2022-06-06
13837635,M,İstanbul,Turkey,300.0,2019-09-29,2022-06-15
13840914,M,İstanbul,Turkey,25.0,2019-10-06,2022-04-12
13848589,M,Diyarbakır,Turkey,700.0,2019-10-23,2022-04-06
13851862,M,Gaziantep,Turkey,100.0,2019-10-30,2022-03-12
13854420,M,Bursa,Turkey,149.0,2019-11-03,2022-02-18
13854759,M,Bursa,Turkey,70.0,2019-11-04,2022-04-02
13854741,M,Denizli,Turkey,150.0,2019-11-04,2022-01-17
13855678,M,Tekirdağ,Turkey,100.0,2019-11-06,2022-04-25
13856751,M,İstanbul,Turkey,100.0,2019-11-08,2022-01-21
13857038,M,Bursa,Turkey,25.0,2019-11-08,2022-02-24
13856582,M,İstanbul,Turkey,100.0,2019-11-08,2022-04-06
13859519,M,Bursa,Turkey,100.0,2019-11-13,2022-05-02
13864638,M,Hatay,Turkey,390.0,2019-11-22,2022-02-22
13864633,M,İstanbul,Turkey,70.0,2019-11-22,2022-05-04
13865454,M,Antalya,Turkey,200.0,2019-11-23,2022-04-29
13865750,M,Kırıkkale,Turkey,50.0,2019-11-23,2022-03-16
13865838,M,Şırnak,Turkey,50.0,2019-11-24,2022-05-19
13866888,M,Bursa,Turkey,40.0,2019-11-25,2022-01-17
13869402,M,İstanbul,Turkey,100.0,2019-11-28,2022-06-16
13869618,M,İstanbul,Turkey,25.0,2019-11-29,2022-02-11
13869525,F,İstanbul,Turkey,100.0,2019-11-29,2022-01-06
13869849,M,Ankara,Turkey,50.0,2019-11-29,2022-05-01
13871446,M,Bursa,Turkey,50.0,2019-12-01,2022-01-26
13872938,M,İstanbul,Turkey,50.0,2019-12-02,2022-04-30
13872679,M,Giresun,Turkey,90.0,2019-12-02,2022-03-03
13875237,M,Konya,Turkey,100.0,2019-12-05,2022-01-21
13875367,M,Ordu,Turkey,500.0,2019-12-05,2022-01-07
13875079,M,Kütahya,Turkey,50.0,2019-12-05,2022-03-02
13875217,M,Ankara,Turkey,100.0,2019-12-05,2022-03-03
13875501,M,Aydın,Turkey,400.0,2019-12-05,2022-06-09
13879686,M,Van,Turkey,100.0,2019-12-10,2022-02-05
13880895,M,İstanbul,Turkey,100.0,2019-12-11,2022-05-01
13880582,M,İstanbul,Turkey,50.0,2019-12-11,2022-04-12
13883686,M,Afyonkarahisar,Turkey,100.0,2019-12-14,2022-05-09
13884208,M,İstanbul,Turkey,600.0,2019-12-15,2022-04-22
13884242,M,İstanbul,Turkey,48.0,2019-12-15,2022-02-03
13885085,M,İstanbul,Turkey,50.0,2019-12-16,2022-04-18
13885267,M,İstanbul,Turkey,70.0,2019-12-16,2022-04-16
13886636,M,Ankara,Turkey,100.0,2019-12-17,2022-04-28
13886637,M,Aydın,Turkey,25.0,2019-12-17,2022-04-02
13886087,M,Konya,Turkey,250.0,2019-12-17,2022-03-17
13885934,M,Ankara,Turkey,60.0,2019-12-17,2022-02-04
13886131,M,İstanbul,Turkey,100.0,2019-12-17,2022-01-21
13886308,M,İstanbul,Turkey,50.0,2019-12-17,2022-05-28
13887403,M,İzmir,Turkey,25.0,2019-12-18,2022-01-01
13887307,M,İstanbul,Turkey,100.0,2019-12-18,2022-04-01
13887494,M,Antalya,Turkey,100.0,2019-12-18,2022-01-21
13886864,M,İstanbul,Turkey,100.0,2019-12-18,2022-04-28
13886788,M,İstanbul,Turkey,100.0,2019-12-18,2022-04-25
13888077,M,Kayseri,Turkey,101.0,2019-12-19,2022-04-28
13891162,M,Kırıkkale,Turkey,150.0,2019-12-22,2022-03-18
13890740,M,İstanbul,Turkey,100.0,2019-12-22,2022-05-06
13891890,M,Bursa,Turkey,50.0,2019-12-23,2022-06-01
13895438,M,İstanbul,Turkey,30.0,2019-12-28,2022-02-23
13896364,M,İstanbul,Turkey,60.0,2019-12-29,2022-05-26
13897030,M,Ankara,Turkey,1750.0,2019-12-30,2022-06-08
13899194,M,Niğde,Turkey,330.0,2020-01-02,2022-03-04
13899176,M,Trabzon,Turkey,250.0,2020-01-02,2022-04-26
13899841,M,İstanbul,Turkey,100.0,2020-01-03,2022-01-03
13900683,M,İstanbul,Turkey,1500.0,2020-01-04,2022-01-31
13901222,M,İstanbul,Turkey,95.0,2020-01-05,2022-01-21
13901467,M,İstanbul,Turkey,50.0,2020-01-05,2022-03-18
13901797,M,Yalova,Turkey,100.0,2020-01-06,2022-02-22
13902656,M,Çorum,Turkey,3500.0,2020-01-07,2022-01-05
13903204,M,Aydın,Turkey,100.0,2020-01-08,2022-03-19
13906061,M,Aydın,Turkey,70.0,2020-01-12,2022-05-18
13906573,M,Hatay,Turkey,50.0,2020-01-13,2022-02-24
13906638,M,Samsun,Turkey,50.0,2020-01-13,2022-03-30
13907507,M,Kocaeli,Turkey,300.0,2020-01-14,2022-03-06
13907525,M,Sakarya,Turkey,100.0,2020-01-14,2022-03-04
13907895,M,İstanbul,Turkey,100.0,2020-01-15,2022-01-21
13908120,M,Sakarya,Turkey,250.0,2020-01-15,2022-04-05
13909259,M,Gaziantep,Turkey,2000.0,2020-01-16,2022-06-16
13908783,M,İstanbul,Turkey,25.0,2020-01-16,2022-01-02
13909625,M,Kocaeli,Turkey,60.0,2020-01-17,2022-05-01
13911211,M,İzmir,Turkey,50.0,2020-01-19,2022-03-24
13913658,M,Samsun,Turkey,150.0,2020-01-22,2022-06-14
13913782,M,İzmir,Turkey,100.0,2020-01-22,2022-06-08
13913738,M,Yalova,Turkey,200.0,2020-01-22,2022-03-07
13913980,M,İstanbul,Turkey,100.0,2020-01-23,2022-04-30
